ra,nome,fase,turma,idade,genero,ano_ingresso,instituicao,iaa,ieg,ips,ipp,ida,ipv,ian,fase_ideal,defasagem,situacao,inde,pedra,ano,fase_num,anos_na_pm,risco_defasagem_atual,categoria_defasagem
RA-1055,Aluno-1055,1J,1J,12.0,Masculino,2023,Pública,10.002,5.7954545455,7.51,7.1875,5.5,5.87,5.0,Fase 3 (7° e 8° ano),-2,Cursando,6.403040909100001,Ágata,2024,1.0,1.0,1,Severa (≤ −2 fases)
RA-1056,Aluno-1056,FASE 1,1K,9.0,Masculino,2023,Pública,8.5,9.6,7.52,7.96875,8.1,8.113333333,10.0,Fase 1 (3° e 4° ano),0,,8.551741667,Topázio,2023,1.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1056,Aluno-1056,1L,1L,10.0,Masculino,2023,Pública,8.502,9.2857142855,7.51,9.166666667,8.25,8.335,5.0,Fase 2 (5° e 6° ano),-1,Cursando,8.192009523800001,Topázio,2024,1.0,1.0,1,Moderada (−1 fase)
RA-1057,Aluno-1057,FASE 1,1L,9.0,Feminino,2023,Pública,10.0,10.0,7.52,8.125,6.3,8.34,10.0,Fase 1 (3° e 4° ano),0,,8.4827,Topázio,2023,1.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1057,Aluno-1057,1L,1L,10.0,Feminino,2023,Pública,10.002,10.0,6.26,8.75,8.0,8.17,5.0,Fase 2 (5° e 6° ano),-1,Cursando,8.2352,Topázio,2024,1.0,1.0,1,Moderada (−1 fase)
RA-1058,Aluno-1058,FASE 1,1L,,Feminino,2023,Pública,10.0,8.7,3.14,7.083333333,5.4,7.62,10.0,Fase 1 (3° e 4° ano),0,,7.356533333,Ametista,2023,1.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1058,Aluno-1058,1K,1K,10.0,Feminino,2023,Pública,9.168,8.095238095,6.88,8.125,7.75,8.085,5.0,Fase 2 (5° e 6° ano),-1,Cursando,7.703347619,Ametista,2024,1.0,1.0,1,Moderada (−1 fase)
RA-1059,Aluno-1059,FASE 1,1M,,Masculino,2023,Pública,10.0,9.8,2.52,7.96875,7.6,8.673333333,5.0,Fase 2 (5° e 6° ano),-1,,7.763741667,Ametista,2023,1.0,0.0,1,Moderada (−1 fase)
RA-1059,Aluno-1059,2M,2M,11.0,Masculino,2023,Pública,8.002,10.0,6.26,9.0625,7.5,9.23,10.0,Fase 2 (5° e 6° ano),0,Cursando,8.678450000000002,Topázio,2024,2.0,1.0,0,Adequada/adiantada (≥ 0)
RA-106,Aluno-106,4,A,15.0,Menina,2016,Rede Decisão,9.2,8.0,9.4,,7.4,8.375,5.0,Fase 5 (1º EM),-1,,7.973,Ametista,2022,4.0,6.0,1,Moderada (−1 fase)
RA-106,Aluno-106,FASE 5,5A,15.0,Feminino,2016,Privada - Programa de Apadrinhamento,7.9,9.1,5.0,7.03125,7.3,7.5075,10.0,Fase 5 (1° EM),0,,7.769658333,Ametista,2023,5.0,7.0,0,Adequada/adiantada (≥ 0)
RA-106,Aluno-106,6A,6A,16.0,Feminino,2021,Privada - Programa de Apadrinhamento,9.168,8.761904762,5.635,7.8125,5.666666666666667,7.872,10.0,Fase 6 (2° EM),0,Cursando,7.721664285733334,Ametista,2024,6.0,3.0,0,Adequada/adiantada (≥ 0)
RA-1060,Aluno-1060,FASE 1,1M,,Masculino,2023,Pública,9.0,8.6,3.14,7.96875,5.7,8.673333333,5.0,Fase 2 (5° e 6° ano),-1,,7.095741667,Ametista,2023,1.0,0.0,1,Moderada (−1 fase)
RA-1060,Aluno-1060,2M,2M,12.0,Masculino,2023,Pública,9.585,6.0,6.26,7.8125,3.25,6.163333333,10.0,Fase 2 (5° e 6° ano),0,Cursando,6.448416666600001,Ágata,2024,2.0,1.0,0,Adequada/adiantada (≥ 0)
RA-1061,Aluno-1061,FASE 1,1M,10.0,Masculino,2023,Pública,9.5,9.7,3.14,8.75,9.3,8.836666667,5.0,Fase 2 (5° e 6° ano),-1,,8.196533333,Topázio,2023,1.0,0.0,1,Moderada (−1 fase)
RA-1061,Aluno-1061,2M,2M,11.0,Masculino,2023,Pública,8.502,10.0,6.26,8.4375,8.5,8.73,10.0,Fase 2 (5° e 6° ano),0,Cursando,8.76595,Topázio,2024,2.0,1.0,0,Adequada/adiantada (≥ 0)
RA-1062,Aluno-1062,FASE 1,1M,,Masculino,2023,Pública,7.4,7.7,3.77,8.59375,6.2,8.503333333,10.0,Fase 1 (3° e 4° ano),0,,7.448841667,Ametista,2023,1.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1062,Aluno-1062,1L,1L,10.0,Masculino,2023,Pública,8.002,9.047619048,5.63,8.75,7.25,8.085,5.0,Fase 2 (5° e 6° ano),-1,Cursando,7.6147238096,Ametista,2024,1.0,1.0,1,Moderada (−1 fase)
RA-1063,Aluno-1063,FASE 1,1N,,Masculino,2023,Privada - Programa de Apadrinhamento,9.5,9.5,7.52,6.40625,5.9,7.89,5.0,Fase 2 (5° e 6° ano),-1,,7.490825,Ametista,2023,1.0,0.0,1,Moderada (−1 fase)
RA-1063,Aluno-1063,2N,2N,12.0,Masculino,2023,Pública,5.25,9.75,7.51,7.8125,7.75,6.11,5.0,Fase 3 (7° e 8° ano),-1,Cursando,7.279250000000001,Ametista,2024,2.0,1.0,1,Moderada (−1 fase)
RA-1064,Aluno-1064,FASE 1,1N,10.0,Masculino,2023,Pública,8.5,9.8,7.52,9.375,8.6,8.84,5.0,Fase 2 (5° e 6° ano),-1,,8.4777,Topázio,2023,1.0,0.0,1,Moderada (−1 fase)
RA-1064,Aluno-1064,2N,2N,11.0,Masculino,2023,Pública,9.502,9.7368421055,7.51,8.75,8.5,8.783333333,10.0,Fase 2 (5° e 6° ano),0,Cursando,8.9802350877,Topázio,2024,2.0,1.0,0,Adequada/adiantada (≥ 0)
RA-1065,Aluno-1065,FASE 1,1N,,Feminino,2023,Pública,8.5,9.6,7.52,8.4375,7.0,8.84,5.0,Fase 2 (5° e 6° ano),-1,,8.03395,Topázio,2023,1.0,0.0,1,Moderada (−1 fase)
RA-1065,Aluno-1065,2N,2N,11.0,Feminino,2023,Pública,9.502,8.8152173915,6.26,9.0625,9.25,8.84,10.0,Fase 2 (5° e 6° ano),0,Cursando,8.8634934783,Topázio,2024,2.0,1.0,0,Adequada/adiantada (≥ 0)
RA-1066,Aluno-1066,FASE 1,1N,10.0,Feminino,2023,Pública,8.5,6.6,7.52,8.4375,6.2,8.783333333,5.0,Fase 2 (5° e 6° ano),-1,,7.262616667,Ametista,2023,1.0,0.0,1,Moderada (−1 fase)
RA-1066,Aluno-1066,2L,2L,11.0,Feminino,2023,Pública,9.502,8.3954451345,6.26,7.5,7.25,7.386666667,10.0,Fase 2 (5° e 6° ano),0,Cursando,7.9326223603,Ametista,2024,2.0,1.0,0,Adequada/adiantada (≥ 0)
RA-1067,Aluno-1067,FASE 1,1N,10.0,Masculino,2023,Pública,0.0,7.9,7.52,8.28125,5.4,9.006666667,5.0,Fase 2 (5° e 6° ano),-1,,6.541458333,Ágata,2023,1.0,0.0,1,Moderada (−1 fase)
RA-1067,Aluno-1067,1K,1K,11.0,Masculino,2023,Pública,10.002,8.333333332999999,7.51,8.541666667,6.75,8.59,5.0,Fase 2 (5° e 6° ano),-1,Cursando,7.840033333300001,Ametista,2024,1.0,1.0,1,Moderada (−1 fase)
RA-1068,Aluno-1068,FASE 1,1P,,Masculino,2023,Pública,8.5,9.3,6.89,9.166666667,9.0,9.283333333,5.0,Fase 2 (5° e 6° ano),-1,,8.472533333,Topázio,2023,1.0,0.0,1,Moderada (−1 fase)
RA-1068,Aluno-1068,2R,2R,11.0,Masculino,2023,Pública,9.502,9.068181818,7.51,8.541666667,9.5,8.73,10.0,Fase 2 (5° e 6° ano),0,Cursando,9.0150030303,Topázio,2024,2.0,1.0,0,Adequada/adiantada (≥ 0)
RA-1069,Aluno-1069,FASE 1,1P,11.0,Masculino,2023,Pública,9.0,7.8,7.52,8.125,7.1,8.226666667,5.0,Fase 2 (5° e 6° ano),-1,,7.590033333,Ametista,2023,1.0,0.0,1,Moderada (−1 fase)
RA-1069,Aluno-1069,2K,2K,12.0,Masculino,2023,Pública,9.002,7.0760869565,7.51,8.125,6.25,7.75,10.0,Fase 2 (5° e 6° ano),0,Cursando,7.678917391300001,Ametista,2024,2.0,1.0,0,Adequada/adiantada (≥ 0)
RA-107,Aluno-107,4,A,15.0,Menina,2018,Escola Pública,7.5,6.4,7.5,,4.6,6.5,5.0,Fase 5 (1º EM),-1,,6.258,Ágata,2022,4.0,4.0,1,Moderada (−1 fase)
RA-107,Aluno-107,FASE 5,5C,15.0,Feminino,2018,Pública,0.0,8.5,5.0,7.34375,7.0,7.5875,10.0,Fase 5 (1° EM),0,,6.845208333,Ágata,2023,5.0,5.0,0,Adequada/adiantada (≥ 0)
RA-107,Aluno-107,5D,5D,16.0,Feminino,2021,Pública,7.5,7.9949874686666655,7.51,7.5,4.666666666666667,6.964,5.0,Fase 6 (2° EM),-1,Cursando,6.676130827066667,Ágata,2024,5.0,3.0,1,Moderada (−1 fase)
RA-1070,Aluno-1070,FASE 1,1P,11.0,Masculino,2023,Pública,9.0,7.8,3.14,7.708333333,5.8,8.67,5.0,Fase 2 (5° e 6° ano),-1,,6.939033333,Ágata,2023,1.0,0.0,1,Moderada (−1 fase)
RA-1070,Aluno-1070,1P,1P,12.0,Masculino,2023,Pública,9.002,9.3073593075,5.635,6.875,2.25,6.6225,5.0,Fase 2 (5° e 6° ano),-1,Cursando,6.287171861500001,Ágata,2024,1.0,1.0,1,Moderada (−1 fase)
RA-1071,Aluno-1071,FASE 1,1R,11.0,Masculino,2023,Pública,9.0,8.6,7.52,5.625,3.5,6.396666667,5.0,Fase 2 (5° e 6° ano),-1,,6.414033333,Ágata,2023,1.0,0.0,1,Moderada (−1 fase)
RA-1071,Aluno-1071,2R,2R,12.0,Masculino,2023,Pública,8.002,4.188311688500001,7.51,4.166666667,4.5,2.996666667,5.0,Fase 3 (7° e 8° ano),-1,Cursando,4.8048623378,Quartzo,2024,2.0,1.0,1,Moderada (−1 fase)
RA-1072,Aluno-1072,FASE 2,2A,11.0,Masculino,2023,Pública,9.0,8.6,5.0,8.125,6.7,8.7125,10.0,Fase 2 (5° e 6° ano),0,,8.0152,Topázio,2023,2.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1072,Aluno-1072,3B,3B,12.0,Masculino,2023,Pública,8.751,5.627886710333333,8.755,7.96875,8.166666666666666,7.545,10.0,Fase 3 (7° e 8° ano),0,Cursando,7.8153856754,Ametista,2024,3.0,1.0,0,Adequada/adiantada (≥ 0)
RA-1073,Aluno-1073,FASE 2,2A,,Feminino,2023,Pública,0.0,8.8,2.52,8.333333333,6.2,9.045,5.0,Fase 3 (7° e 8° ano),-1,,6.384333333,Ágata,2023,2.0,0.0,1,Moderada (−1 fase)
RA-1073,Aluno-1073,3A,3A,13.0,Feminino,2022,Pública,9.168,6.370972886666667,7.5,6.875,6.5,5.7875,10.0,Fase 3 (7° e 8° ano),0,Cursando,7.0859945773333335,Ametista,2024,3.0,2.0,0,Adequada/adiantada (≥ 0)
RA-1074,Aluno-1074,FASE 2,2A,12.0,Feminino,2023,Pública,0.0,9.8,2.52,7.083333333,6.0,7.8775,5.0,Fase 3 (7° e 8° ano),-1,,6.195833333,Ágata,2023,2.0,0.0,1,Moderada (−1 fase)
RA-1075,Aluno-1075,FASE 2,2A,12.0,Feminino,2023,Pública,0.0,9.6,5.0,7.708333333,5.5,9.0025,5.0,Fase 3 (7° e 8° ano),-1,,6.591333333,Ágata,2023,2.0,0.0,1,Moderada (−1 fase)
RA-1075,Aluno-1075,2A,2A,13.0,Feminino,2023,Pública,7.5,8.5154061625,3.755,7.708333333,6.0,7.553333333,5.0,Fase 3 (7° e 8° ano),-1,Cursando,6.8100812324,Ágata,2024,2.0,1.0,1,Moderada (−1 fase)
RA-1076,Aluno-1076,FASE 2,2A,,Feminino,2023,Pública,9.0,9.7,2.52,8.333333333,8.5,8.8775,5.0,Fase 3 (7° e 8° ano),-1,,7.901033333,Ametista,2023,2.0,0.0,1,Moderada (−1 fase)
RA-1076,Aluno-1076,3A,3A,13.0,Feminino,2021,Pública,8.334,7.777033492666668,8.125,7.03125,6.333333333333333,6.5425,10.0,Fase 3 (7° e 8° ano),0,Cursando,7.479598365200001,Ametista,2024,3.0,3.0,0,Adequada/adiantada (≥ 0)
RA-1077,Aluno-1077,FASE 2,2B,,Masculino,2023,Pública,0.0,9.7,2.52,8.75,7.3,8.4225,10.0,Fase 2 (5° e 6° ano),0,,7.2115,Ametista,2023,2.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1077,Aluno-1077,3D,3D,12.0,Masculino,2023,Pública,0.0,7.703703703666666,6.885,6.40625,2.0,6.37,10.0,Fase 3 (7° e 8° ano),0,Cursando,5.543865740733334,Quartzo,2024,3.0,1.0,0,Adequada/adiantada (≥ 0)
RA-1078,Aluno-1078,FASE 2,2B,14.0,Masculino,2023,Pública,5.3,6.8,2.52,8.958333333,6.4,8.2975,5.0,Fase 4 (9° ano),-2,,6.472333333,Ágata,2023,2.0,0.0,1,Severa (≤ −2 fases)
RA-1079,Aluno-1079,FASE 2,2B,,Masculino,2023,Pública,9.0,8.1,2.52,7.083333333,7.6,7.13,5.0,Fase 3 (7° e 8° ano),-1,,6.916533333,Ágata,2023,2.0,0.0,1,Moderada (−1 fase)
RA-1079,Aluno-1079,3B,3B,13.0,Masculino,2023,Pública,7.5,4.516498316333333,2.51,4.21875,6.333333333333333,4.1625,10.0,Fase 3 (7° e 8° ano),0,Cursando,5.4253413299333335,Quartzo,2024,3.0,1.0,0,Adequada/adiantada (≥ 0)
RA-108,Aluno-108,4,A,17.0,Menina,2019,Escola Pública,4.6,7.7,5.0,,5.0,6.125,2.5,Fase 7 (3º EM),-3,,5.547,Quartzo,2022,4.0,3.0,1,Severa (≤ −2 fases)
RA-108,Aluno-108,FASE 5,5B,,Feminino,2019,Concluiu o 3º EM,5.8,7.3,2.52,4.375,2.9,5.59,5.0,Fase 7 (3° EM),-2,,4.9308,Quartzo,2023,5.0,4.0,1,Severa (≤ −2 fases)
RA-1080,Aluno-1080,FASE 2,2B,12.0,Masculino,2023,Pública,7.9,10.0,5.0,8.541666667,1.5,8.13,5.0,Fase 3 (7° e 8° ano),-1,,6.571966667,Ágata,2023,2.0,0.0,1,Moderada (−1 fase)
RA-1081,Aluno-1081,FASE 2,2B,14.0,Feminino,2023,Pública,10.0,10.0,2.52,8.958333333,6.5,8.59,5.0,Fase 4 (9° ano),-2,,7.666033333,Ametista,2023,2.0,0.0,1,Severa (≤ −2 fases)
RA-1081,Aluno-1081,4C,4C,15.0,Feminino,2023,Privada - Programa de Apadrinhamento,6.667,9.523809523666666,5.005,9.166666667,8.833333333333334,8.95,10.0,Fase 4 (9° ano),0,Cursando,8.5452952381,Topázio,2024,4.0,1.0,0,Adequada/adiantada (≥ 0)
RA-1082,Aluno-1082,FASE 2,2B,,Feminino,2023,Pública,9.5,9.5,2.52,8.75,5.0,8.4225,5.0,Fase 3 (7° e 8° ano),-1,,7.1617,Ametista,2023,2.0,0.0,1,Moderada (−1 fase)
RA-1082,Aluno-1082,2A,2A,13.0,Feminino,2023,Pública,7.502,7.5714285715,10.0,7.083333333,3.75,6.943333333,5.0,Fase 3 (7° e 8° ano),-1,Cursando,6.6114857142,Ágata,2024,2.0,1.0,1,Moderada (−1 fase)
RA-1083,Aluno-1083,FASE 2,2B,10.0,Feminino,2023,Pública,6.8,10.0,5.0,8.75,7.5,8.38,10.0,Fase 2 (5° e 6° ano),0,,8.2345,Topázio,2023,2.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1084,Aluno-1084,FASE 2,2B,11.0,Feminino,2023,Pública,8.4,10.0,2.52,8.75,6.8,8.38,10.0,Fase 2 (5° e 6° ano),0,,7.9948,Ametista,2023,2.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1084,Aluno-1084,3A,3A,12.0,Feminino,2023,Pública,8.751,7.705263158,5.63,7.03125,3.6666666666666665,7.4575,10.0,Fase 3 (7° e 8° ano),0,Cursando,6.9071109649333335,Ágata,2024,3.0,1.0,0,Adequada/adiantada (≥ 0)
RA-1085,Aluno-1085,FASE 2,2C,12.0,Feminino,2023,Pública,0.0,9.8,2.52,8.958333333,6.7,8.13,5.0,Fase 3 (7° e 8° ano),-1,,6.563833333,Ágata,2023,2.0,0.0,1,Moderada (−1 fase)
RA-1086,Aluno-1086,FASE 2,2C,12.0,Feminino,2023,Pública,8.5,9.4,2.52,8.75,5.7,8.755,5.0,Fase 3 (7° e 8° ano),-1,,7.2382,Ametista,2023,2.0,0.0,1,Moderada (−1 fase)
RA-1087,Aluno-1087,FASE 2,2C,12.0,Feminino,2023,Pública,10.0,9.5,2.52,8.75,5.4,8.0475,5.0,Fase 3 (7° e 8° ano),-1,,7.2067,Ametista,2023,2.0,0.0,1,Moderada (−1 fase)
RA-1087,Aluno-1087,3B,3B,13.0,Feminino,2023,Pública,7.917,8.393265993333333,8.755,7.1875,2.6666666666666665,6.58,10.0,Fase 3 (7° e 8° ano),0,Cursando,6.913936532,Ágata,2024,3.0,1.0,0,Adequada/adiantada (≥ 0)
RA-1088,Aluno-1088,FASE 2,2C,13.0,Masculino,2023,Pública,9.5,9.8,2.52,8.75,6.8,7.9225,5.0,Fase 3 (7° e 8° ano),-1,,7.4717,Ametista,2023,2.0,0.0,1,Moderada (−1 fase)
RA-1089,Aluno-1089,FASE 2,2C,,Feminino,2023,Pública,9.0,9.5,2.52,8.75,7.0,8.3375,10.0,Fase 2 (5° e 6° ano),0,,7.9947,Ametista,2023,2.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1089,Aluno-1089,3D,3D,12.0,Feminino,2023,Pública,9.168,7.039682539666667,8.13,7.1875,6.833333333333333,6.995,10.0,Fase 3 (7° e 8° ano),0,Cursando,7.6221531746,Ametista,2024,3.0,1.0,0,Adequada/adiantada (≥ 0)
RA-109,Aluno-109,4,A,16.0,Menino,2021,Rede Decisão,8.8,10.0,8.8,,8.4,8.667,5.0,Fase 6 (2º EM),-2,,8.512,Topázio,2022,4.0,1.0,1,Severa (≤ −2 fases)
RA-109,Aluno-109,FASE 6,6A,,Masculino,2021,Privada - Programa de Apadrinhamento,8.3,9.9,7.52,8.75,8.3,8.59,5.0,Fase 7 (3° EM),-1,,8.3184,Topázio,2023,6.0,2.0,1,Moderada (−1 fase)
RA-1090,Aluno-1090,FASE 2,2C,13.0,Masculino,2023,Pública,9.0,9.6,2.52,8.958333333,9.0,7.88,5.0,Fase 3 (7° e 8° ano),-1,,7.844033333,Ametista,2023,2.0,0.0,1,Moderada (−1 fase)
RA-1090,Aluno-1090,3D,3D,14.0,Masculino,2023,Pública,9.585,7.621832358666666,7.51,7.8125,6.333333333333333,7.4175,10.0,Fase 3 (7° e 8° ano),0,Cursando,7.7652831384,Ametista,2024,3.0,1.0,0,Adequada/adiantada (≥ 0)
RA-1091,Aluno-1091,FASE 2,2C,12.0,Masculino,2023,Pública,8.5,9.0,2.52,8.958333333,9.5,9.1725,5.0,Fase 3 (7° e 8° ano),-1,,8.032533333,Topázio,2023,2.0,0.0,1,Moderada (−1 fase)
RA-1092,Aluno-1092,FASE 2,2C,12.0,Masculino,2023,Pública,7.8,9.8,2.52,8.75,6.9,8.2975,5.0,Fase 3 (7° e 8° ano),-1,,7.41,Ametista,2023,2.0,0.0,1,Moderada (−1 fase)
RA-1093,Aluno-1093,FASE 2,2C,11.0,Masculino,2023,Pública,7.0,9.3,2.52,8.958333333,9.2,8.2975,10.0,Fase 2 (5° e 6° ano),0,,8.197533333,Topázio,2023,2.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1093,Aluno-1093,3D,3D,12.0,Masculino,2023,Pública,7.5,7.722222222333333,8.13,8.90625,8.666666666666666,8.8825,10.0,Fase 3 (7° e 8° ano),0,Cursando,8.5079027778,Topázio,2024,3.0,1.0,0,Adequada/adiantada (≥ 0)
RA-1094,Aluno-1094,FASE 2,2C,11.0,Feminino,2023,Pública,7.8,9.5,2.52,8.75,8.5,8.3375,10.0,Fase 2 (5° e 6° ano),0,,8.1779,Topázio,2023,2.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1094,Aluno-1094,3D,3D,12.0,Feminino,2023,Pública,9.168,9.523809523666666,2.51,8.4375,7.333333333333333,8.1675,10.0,Fase 3 (7° e 8° ano),0,Cursando,8.0164785714,Topázio,2024,3.0,1.0,0,Adequada/adiantada (≥ 0)
RA-1095,Aluno-1095,FASE 2,2C,,Masculino,2023,Pública,0.0,9.8,2.52,8.75,5.3,8.005,5.0,Fase 3 (7° e 8° ano),-1,,6.238,Ágata,2023,2.0,0.0,1,Moderada (−1 fase)
RA-1095,Aluno-1095,3D,3D,14.0,Masculino,2023,Pública,7.5,7.84502924,7.51,5.46875,2.3333333333333335,5.125,10.0,Fase 3 (7° e 8° ano),0,Cursando,6.108547514666667,Ágata,2024,3.0,1.0,0,Adequada/adiantada (≥ 0)
RA-1096,Aluno-1096,FASE 2,2D,,Feminino,2023,Pública,9.5,9.9,2.52,8.958333333,9.6,8.0875,10.0,Fase 2 (5° e 6° ano),0,,8.615533333,Topázio,2023,2.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1096,Aluno-1096,3B,3B,11.0,Feminino,2023,Pública,9.168,9.866666666666667,8.755,9.0625,8.5,9.09,10.0,Fase 2 (5° e 6° ano),1,Cursando,9.189883333333334,Topázio,2024,3.0,1.0,0,Adequada/adiantada (≥ 0)
RA-1097,Aluno-1097,FASE 2,2D,,Masculino,2023,Pública,9.5,8.6,5.0,8.125,5.4,6.96,5.0,Fase 4 (9° ano),-2,,6.9547,Ágata,2023,2.0,0.0,1,Severa (≤ −2 fases)
RA-1097,Aluno-1097,3C,3C,15.0,Masculino,2023,Pública,10.002,4.849791144666667,6.25,6.041666667,3.0,5.88,5.0,Fase 4 (9° ano),-1,Cursando,5.475324895633334,Quartzo,2024,3.0,1.0,1,Moderada (−1 fase)
RA-1098,Aluno-1098,FASE 2,2D,13.0,Feminino,2023,Pública,9.5,9.5,2.52,8.125,6.4,7.92,5.0,Fase 3 (7° e 8° ano),-1,,7.2787,Ametista,2023,2.0,0.0,1,Moderada (−1 fase)
RA-1098,Aluno-1098,3D,3D,14.0,Feminino,2023,Pública,8.751,5.822406257,7.51,7.34375,3.5,6.7475,10.0,Fase 3 (7° e 8° ano),0,Cursando,6.5744562514,Ágata,2024,3.0,1.0,0,Adequada/adiantada (≥ 0)
RA-1099,Aluno-1099,FASE 2,2F,13.0,Feminino,2023,Pública,9.0,9.6,2.52,8.333333333,5.2,8.34,5.0,Fase 3 (7° e 8° ano),-1,,7.113533333,Ametista,2023,2.0,0.0,1,Moderada (−1 fase)
RA-1099,Aluno-1099,3G,3G,14.0,Feminino,2023,Pública,8.334,8.133333333333333,10.0,7.8125,3.8333333333333335,6.6225,10.0,Fase 3 (7° e 8° ano),0,Cursando,7.332483333333334,Ametista,2024,3.0,1.0,0,Adequada/adiantada (≥ 0)
RA-11,Aluno-11,7,A,18.0,Menina,2016,Escola Pública,9.2,4.2,5.0,,3.0,6.389,5.0,Fase 8 (Universitários),-1,,5.323,Quartzo,2022,7.0,6.0,1,Moderada (−1 fase)
RA-110,Aluno-110,4,A,14.0,Menino,2017,Rede Decisão,9.2,9.7,5.6,,6.7,8.0,10.0,Fase 4 (9º ano),0,,8.15,Topázio,2022,4.0,5.0,0,Adequada/adiantada (≥ 0)
RA-110,Aluno-110,FASE 5,5A,15.0,Masculino,2017,Privada - Programa de Apadrinhamento,8.3,8.6,5.0,8.75,7.5,8.2975,10.0,Fase 5 (1° EM),0,,8.0879,Topázio,2023,5.0,6.0,0,Adequada/adiantada (≥ 0)
RA-110,Aluno-110,5A,5A,16.0,Masculino,2021,Privada - Programa de Apadrinhamento,9.168,9.696969697,6.255,7.5,8.5,8.504,10.0,Fase 5 (1° EM),0,Cursando,8.6324939394,Topázio,2024,5.0,3.0,0,Adequada/adiantada (≥ 0)
RA-1100,Aluno-1100,FASE 2,2F,,Masculino,2023,Pública,10.0,9.2,5.0,8.541666667,7.1,8.283333333,10.0,Fase 2 (5° e 6° ano),0,,8.261033333,Topázio,2023,2.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1100,Aluno-1100,3G,3G,12.0,Masculino,2023,Pública,7.5,7.1000000000000005,7.51,6.71875,4.666666666666667,5.6175,10.0,Fase 2 (5° e 6° ano),1,Cursando,6.649708333333334,Ágata,2024,3.0,1.0,0,Adequada/adiantada (≥ 0)
RA-1101,Aluno-1101,FASE 2,2F,,Masculino,2023,Pública,0.0,7.2,5.0,8.333333333,5.3,8.116666667,10.0,Fase 2 (5° e 6° ano),0,,6.446666667,Ágata,2023,2.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1102,Aluno-1102,FASE 2,2F,,Masculino,2023,Pública,9.5,9.5,5.0,7.708333333,7.5,7.56,10.0,Fase 2 (5° e 6° ano),0,,8.123033333,Topázio,2023,2.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1102,Aluno-1102,3H,3H,12.0,Masculino,2023,Pública,8.751,9.390476190333333,8.13,5.9375,9.333333333333334,7.07,10.0,Fase 2 (5° e 6° ano),1,Cursando,8.440611904733334,Topázio,2024,3.0,1.0,0,Adequada/adiantada (≥ 0)
RA-1103,Aluno-1103,FASE 2,2F,10.0,Masculino,2023,Pública,9.0,8.7,5.0,8.333333333,5.0,8.006666667,10.0,Fase 2 (5° e 6° ano),0,,7.574866667,Ametista,2023,2.0,0.0,0,Adequada/adiantada (≥ 0)
RA-1103,Aluno-1103,2H,2H,11.0,Masculino,2023,Pública,8.502,7.763975155000001,7.51,7.5,7.25,7.54,10.0,Fase 2 (5° e 6° ano),0,Cursando,7.861995031000001,Ametista,2024,2.0,1.0,0,Adequada/adiantada (≥ 0)
RA-1104,Aluno-1104,FASE 2,2G,13.0,Feminino,2023,Pública,5.7,10.0,2.52,8.541666667,6.4,9.063333333,5.0,Fase 3 (7° e 8° ano),-1,,7.265533333,Ametista,2023,2.0,0.0,1,Moderada (−1 fase)
RA-1105,Aluno-1105,FASE 2,2G,13.0,Feminino,2023,Pública,0.0,9.0,2.52,8.125,6.0,8.673333333,5.0,Fase 3 (7° e 8° ano),-1,,6.299166667,Ágata,2023,2.0,0.0,1,Moderada (−1 fase)
RA-1106,Aluno-1106,FASE 2,2H,12.0,Masculino,2023,Pública,8.5,9.3,5.0,8.333333333,5.1,8.003333333,5.0,Fase 3 (7° e 8° ano),-1,,7.1642,Ametista,2023,2.0,0.0,1,Moderada (−1 fase)
RA-1106,Aluno-1106,3F,3F,13.0,Masculino,2023,Pública,8.334,5.4312354313333335,7.51,7.65625,0.0,7.5,10.0,Fase 3 (7° e 8° ano),0,Cursando,5.936272086266667,Quartzo,2024,3.0,1.0,0,Adequada/adiantada (≥ 0)
RA-1107,Aluno-1107,FASE 2,2H,12.0,Feminino,2023,Pública,9.0,9.4,5.0,8.958333333,7.5,8.783333333,5.0,Fase 3 (7° e 8° ano),-1,,7.9327,Ametista,2023,2.0,0.0,1,Moderada (−1 fase)
RA-1107,Aluno-1107,3G,3G,13.0,Feminino,2023,Pública,8.751,6.2,2.51,7.5,2.5,6.785,10.0,Fase 3 (7° e 8° ano),0,Cursando,5.9731,Quartzo,2024,3.0,1.0,0,Adequada/adiantada (≥ 0)
RA-1108,Aluno-1108,FASE 2,2H,12.0,Masculino,2023,Pública,0.0,9.3,5.0,8.541666667,4.7,8.283333333,5.0,Fase 3 (7° e 8° ano),-1,,6.310833333,Ágata,2023,2.0,0.0,1,Moderada (−1 fase)
